epoch,acc,loss,lr,val_acc,val_loss
0,0.044265563623378169,4.8785281959963251,0.001,0.039132882882882886,5.0823194785519048
1,0.054847637186049278,4.5749042688189707,0.001,0.0561303490990991,4.6158214533651201
2,0.060704082847280086,4.5123579856001639,0.001,0.057021865615615619,4.5889853794832485
3,0.063456731341506964,4.4846878686727134,0.001,0.061397334834834838,4.5127365580192196
4,0.065376145696940835,4.4660303464575533,0.001,0.061585022522522521,4.5050216859525385
5,0.066947387215807647,4.45461473098299,0.001,0.061526370120120119,4.4995238772025692
6,0.067881799785739799,4.4442025440617012,0.001,0.064341685435435433,4.4865850289841669
7,0.069417331270086896,4.4340873895805659,0.001,0.06515108858858859,4.4904648562272387
8,0.070473753124628016,4.4257127424234888,0.001,0.068611580330330324,4.4712196337926136
9,0.071875371979526245,4.4200294515856982,0.001,0.071344782282282276,4.4574207613418055
10,0.07223247232472324,4.4127840950153878,0.001,0.065843186936936943,4.5004713732201056
11,0.073351386739673854,4.4090912308867187,0.001,0.070453265765765771,4.4528383624267294
12,0.073509106058802523,4.4057574120834744,0.001,0.07258821321321321,4.4351205223494468
13,0.073399000119033442,4.4011747100667975,0.001,0.069045608108108114,4.473460180712892
14,0.074836329008451372,4.396754533803799,0.001,0.070640953453453448,4.4538065777705595
15,0.075017855017259855,4.3942922255011236,0.001,0.072318412162162157,4.4357819527656108
16,0.076449232234257827,4.3900167730163639,0.001,0.072752439939939934,4.4418390552560849
17,0.076327222949648846,4.3878185988522587,0.001,0.0750633445945946,4.4295991242110908
18,0.076708129984525655,4.384756213264116,0.001,0.068787537537537538,4.4720062719988034
19,0.076740864182835378,4.381878261523025,0.001,0.0736204954954955,4.4290810097624229
20,0.07766337340792763,4.3800823276489353,0.001,0.075825825825825824,4.4250049801381142
21,0.077815141054636355,4.3788211770518002,0.001,0.076459271771771767,4.4287591444121466
22,0.078877514581597433,4.3766013763331468,0.001,0.075614677177177181,4.4249786709521981
23,0.078460897512200922,4.3742126341334924,0.001,0.0746410472972973,4.4342027346830113
24,0.078922152124747055,4.3722955552073781,0.001,0.074652777777777776,4.438232432077597
25,0.078517438400190459,4.3713170700790682,0.001,0.075121996996996995,4.4298333832630528
26,0.084662540173788839,4.3220609666506258,0.000316228,0.084952139639639643,4.3478628968870314
27,0.085114867277705036,4.3115218348935054,0.000316228,0.087603228228228233,4.3307649061844513
28,0.085858826330198784,4.3056169623917677,0.000316228,0.086465371621621628,4.33275845754254
29,0.08604630401142721,4.3021527094977792,0.000316228,0.083427177177177181,4.3648432873569813
30,0.085796333769789304,4.2985845810997247,0.000316228,0.086371527777777776,4.3353591121889812
31,0.086483751934293543,4.2968148307677696,0.000316228,0.084705799549549543,4.3551640184791953
32,0.08665635043447209,4.2950791968772588,0.000316228,0.086735172672672667,4.331095638396862
33,0.088694798238304964,4.2728780558699295,0.0001,0.088600319069069067,4.3109117684600591
34,0.089533984049517915,4.269659810690011,0.0001,0.088963963963963957,4.304662159702799
35,0.089849422687775266,4.2667495120438685,0.0001,0.089820289039039033,4.3020047020088805
36,0.090179740507082495,4.265587737636614,0.0001,0.089667792792792786,4.3084570667944151
37,0.089998214498274012,4.2633553040764074,0.0001,0.088541666666666671,4.3123919255919638
38,0.090173788834662538,4.2618104008035624,0.0001,0.090054898648648643,4.2979394310229537
39,0.090346387334841086,4.2601549994731256,0.0001,0.088905311561561562,4.3042354891608072
40,0.090438638257350309,4.2602849748500429,0.0001,0.090312969219219219,4.2947975298663872
41,0.09074217355076776,4.2576547580224506,0.0001,0.089714714714714719,4.2940374696934906
42,0.090831448637067019,4.2568639644454338,0.0001,0.089222034534534533,4.3011949511619658
43,0.090664801809308415,4.2561910677518098,0.0001,0.089573948948948948,4.3012093213406413
44,0.09127782406856326,4.2528802515253998,0.0001,0.089620870870870867,4.2988743362305044
45,0.090974288775145823,4.2537142985180125,0.0001,0.090981606606606605,4.2857183666379601
46,0.091117128913224613,4.2525114212699089,0.0001,0.088670701951951952,4.3056408726238278
47,0.091066539697655047,4.2504248939941442,0.0001,0.088670701951951952,4.3059482204842494
48,0.091233186525413637,4.2506272995958669,0.0001,0.090183933933933938,4.2882362021519258
49,0.091739078681109393,4.2494165599154599,0.0001,0.089761636636636638,4.2936742295911001
50,0.091658731103440069,4.2482174523769851,0.0001,0.090922954204204209,4.293409787140809
51,0.091831329603618617,4.2414565009114966,3.16228e-05,0.091849662162162157,4.282817121203597
52,0.091804547077728837,4.2386024492012009,3.16228e-05,0.092295420420420424,4.2786651504290356
53,0.093182359242947266,4.236065285762936,3.16228e-05,0.091005067567567571,4.283852008459446
54,0.093104987501487921,4.2358411923347097,3.16228e-05,0.091615052552552548,4.2827323179345234
55,0.092274729198904892,4.2361648272991239,3.16228e-05,0.091814470720720714,4.2829270622393745
56,0.092613974526842044,4.2365868992300886,3.16228e-05,0.091274868618618624,4.2803478429804338
57,0.092628853707891923,4.2348982427960538,3.16228e-05,0.092236768018018014,4.2780241468647224
58,0.09253362694917272,4.2347572533719076,3.16228e-05,0.091966966966966962,4.2774206813391267
59,0.092968099035829074,4.233745165754395,3.16228e-05,0.091274868618618624,4.2839358497310327
60,0.093090108320438042,4.2338084491515868,3.16228e-05,0.092084271771771767,4.2783640100433304
61,0.093048446613498398,4.2332096665973475,3.16228e-05,0.091779279279279286,4.2814624110857649
62,0.093569217950244019,4.2328575172703573,3.16228e-05,0.092623873873873871,4.2743930832759753
63,0.093646589691703364,4.2324804562356499,3.16228e-05,0.091544669669669676,4.2813797933203324
64,0.093598976312343762,4.2308838247642706,3.16228e-05,0.092447916666666671,4.273852335977125
65,0.093479942863944773,4.231095256414914,3.16228e-05,0.091650243993993991,4.2811165452898443
66,0.093357933579335792,4.2310951757141559,3.16228e-05,0.091333521021021019,4.2824643959512221
67,0.093295441018926312,4.2301660067409923,3.16228e-05,0.092084271771771767,4.2770047689880339
68,0.09333710272586597,4.2300980681110714,3.16228e-05,0.092717717717717724,4.2755888715699628
69,0.093652541364123321,4.2291082949003229,3.16228e-05,0.092670795795795791,4.2768473963479741
70,0.093976907511010593,4.227456367823244,1e-05,0.092400994744744738,4.2764350483725382
71,0.09390846327818117,4.2260851968343651,1e-05,0.0931517454954955,4.2732263648653177
72,0.09420009522675872,4.2253789302352329,1e-05,0.093010979729729729,4.2742618039563611
73,0.09385787406261159,4.2256236763826909,1e-05,0.093269050300300305,4.2733250071515547
74,0.093697178907272943,4.2255513702456602,1e-05,0.092741178678678676,4.2759460234069255
75,0.093581121295083919,4.2248881676497598,1e-05,0.0929054054054054,4.2743831321641848
76,0.094262587787168201,4.2243816081604324,1e-05,0.092811561561561562,4.2744412552845015
77,0.094322104511367688,4.2234508471721099,3.16228e-06,0.093057901651651648,4.2715839204845487
78,0.094229853588858464,4.2240436177412084,3.16228e-06,0.092928866366366367,4.272041199891059
79,0.094488751339126292,4.2241627093568157,3.16228e-06,0.092940596846846843,4.2732929568569942
80,0.094667301511724797,4.2232262520800887,3.16228e-06,0.092893674924924924,4.2738798432521996
81,0.094334007856207588,4.2235804558651688,3.16228e-06,0.093304241741741747,4.2723635753711777
82,0.094369717890727289,4.223238144754129,3.16228e-06,0.092741178678678676,4.2749030053078592
83,0.094601833115105338,4.2236830589785743,1e-06,0.093163475975975976,4.272808092044996
84,0.09384597071777169,4.2235434244848582,1e-06,0.092964057807807809,4.2737410555372728
85,0.094334007856207588,4.2226991296140879,1e-06,0.093257319819819814,4.2719090531717194
86,0.094268539459588144,4.2220130601648407,1e-06,0.092893674924924924,4.2731449810771256
87,0.093813236519461968,4.222676584048294,1e-06,0.093034440690690695,4.2725951495292307
